instrument_id,maker_id,type,make_date,year_sale,house_sale,info,auction_catalog_date,auction_catalog_house,notes,condition,length_of_back,upper_bouts,middle_bouts,lower_bouts,maker_name,authentication_score
42129,8,Violin,1619.0,,,"Labeled, ""Antonius & Hieronymus Fr. Amati Cremonen Amati Andrea fil. F 1619."" | Length of back: 34.3 cm | Upper bouts: 15.7 cm | Lower bouts: 19.4 cm","October 8, 2010",Christie's,,,34.3,15.7,,19.4,"Amati, Antonio & Girolamo",3
1106,8,Viola,1616.0,1908 ; 2000,W. E ; Tarisio,"The size somewhat reduced. Excellent condition. Previously in the collection of the Curtis Institute, Philadelphia. | Length of back: 41.3 cm","May 19, 2000",Tarisio,Size somewhat reduced.,2.0,41.3,,,,"Amati, Antonio & Girolamo",0
40159,8,Violin,1623.0,1999,Christie's,"Labeled, ""Antonius & Hieronymus Fr. Amati/Cremonen. Andrea fil. F 1623."" | Varnish: Golden brown","March 17, 1999",Christie's,,,,,,,"Amati, Antonio & Girolamo",3
45264,8,Violin,1624.0,1989,Sotheby's,"Labeled, ""Antonius & Hieronymus Fr. Amati Cremonen. Andreæ fil. F 1624."" | Varnish: Golden-brown | Length of back: 35.2 cm","June 15, 1989",Sotheby's,,,35.2,,,,"Amati, Antonio & Girolamo",3
45350,8,Violin,1635.0,1987,Sotheby's,"Labeled, ""Nicolaus Amatus Cremonen. Hieronymi Fil. ac. Antonij Nepos. Fecit, 1635."" | Varnish: Golden-brown | Length of back: 35.2 cm","November 12, 1987",Sotheby's,,,35.2,,,,"Amati, Antonio & Girolamo",3
44874,8,Violin,1625.0,1986,Sotheby's,"Labeled, ""Antonius & Hieronymus Fr. Amati Cremonen. Andreae fil. F 1628."" | Varnish: Golden-brown | Length of back: 35.1 cm","May 22, 1986",Sotheby's,,,35.1,,,,"Amati, Antonio & Girolamo",3
44878,8,Cello,1624.0,1986,Sotheby's,"Labeled, ""Antonius & Hieronymus Fr. Amati Cremonen Andreae fil. 1624."" | Varnish: Golden-orange | Length of back: 73.7 cm","May 22, 1986",Sotheby's,,,73.7,,,,"Amati, Antonio & Girolamo",3
45207,8,Violin,1634.0,,,"Labeled, ""Antonius & Hieronymus Fr. Amati Cremonen Andreae fil F 1634."" | Varnish: Golden-brown | Length of back: 35.1 cm","February 3, 1982",Christie's,,,35.1,,,,"Amati, Antonio & Girolamo",3
44229,8,Violin,1609.0,1980,Sotheby's,"Labeled, ""Antonius & Hieronymus Fr. Amati Cremonen Andrea fil 1609 (?)."" | Length of back: 35.4 cm","May 23, 1981; November 8-9, 1978; November 20, 1980; October 18, 1979",Bongartz's; Sotheby's; Sotheby's; Sotheby's,,,35.4,,,,"Amati, Antonio & Girolamo",3
43696,8,Violin,1618.0,1908 ; 1967 ; 1976 ; 1976,Puttick & Simpson ; William Moennig & Son ; Sotheby Parke Bernet ; Sotheby's,"Labeled, ""Antonius & Hieronymus Fr. Amati / Cremonen. Andreae fil F 1618."" | Varnish: Light golden-brown | Length of back: 35.6 cm","October 29, 1976",Sotheby's,"""Originally a small-sized instrument that was later enlarged, probably by  Nicholas Lupot. Also, a second of line of purfling has been added to both back and table.""
"". . .this instrument formerly belonged to Prince Charles of Lorraine, it afterwards came into the possession of Vieuxtemps, who learned to play upon it.""
Violins Under the Hammer
, The Strad, 1909, London",,35.6,,,,"Amati, Antonio & Girolamo",3
44143,8,Cello,1614.0,1975; 1980,Sotheby's; Bein & Fushi,Varnish: Golden | Length of back: 76.6 cm,"November 27, 1975",Sotheby's,"""[The instrument] is said to have been reproduced in a picture by Rubens, it bears the original brand of the Brothers Amati, Antonio and Hieronymus on the volute, and is believed to have been made by them to the order of the Medici family.""
A Stradivari Cello
, Robert Lewin, The Strad, November, 1975, London",,76.6,,,,"Amati, Antonio & Girolamo",0
60426,11,Violin,1693.0,1938; 2018,Rudolph Wurlitzer Co.; Ingles & Hayday,"Labeled, Hieronymus Amatus Cremonen, Nicolai Figlius Fecit, 1693 and branded WC on the lower bass rib. | Length of back: 35.3 cm",,,,,35.3,,,,"Amati, Girolamo II",3
42905,11,Violin,1710.0,2013,Tarisio,"Labeled, ""Hieronymus Amatus Cremonen., Nicolai Figlius fecit, 1710."" | Length of back: 35.3 cm | Upper bouts: 16.8 cm | Middle bouts: 11.2 cm | Lower bouts: 20.4 cm",,,,,35.3,16.8,11.2,20.4,"Amati, Girolamo II",3
7778,11,Cello,1700.0,2005,Tarisio,"Labeled, ""Antonius & Hieronymus .... 1615."" | Length of back: 74.3 cm","May 5-12, 2005",Tarisio,,,74.3,,,,"Amati, Girolamo II",2
43122,11,Violin,1692.0,1893,Puttick & Simpson,,,,,,,,,,"Amati, Girolamo II",0
49281,12,Violin,1682.0,2012,Sotheby's,"Labeled, ""Nicolaus Amatus Cremonen Hieronymi fil., ac Antonij Nepos fecit 1682."" | Length of back: 35.7 cm","March 6, 2012",Sotheby's,,,35.7,,,,"Amati, Nicolò",3
18796,12,Violin,1648.0,1935 ; 1935 ; 1978 ; 2009,Harry A ; Rudolph Wurlitzer Co. ; W. E ; Tarisio,"Labeled, ""Nicolo Amati, Cremona 1648."" | The violin retains its original neck reangled at the heel. | Length of back: 35.1 cm | Upper bouts: 16.35 cm | Middle bouts: 11.11 cm | Lower bouts: 20.16 cm","October 14-15, 2009",Tarisio,,,35.1,16.35,11.11,20.16,"Amati, Nicolò",3
11834,12,Violin,1660.0,2007,Tarisio,"Labeled, ""Andrea Guarneri, Cremona, 1666..."" | Length of back: 35.3 cm","March 2, 2007",Tarisio,"""In a good state of preservation this violin was played by the leader of a major symphony orchestra for the past 30 years.""",,35.3,,,,"Amati, Nicolò",2
40225,12,Violin,1671.0,2007,Sotheby's,"Labeled, ""Nicolaus Amatus Cremonen Hieronymi Fil ac Antonij Nepos Fecit 1671."" | Length of back: 35.3 cm","November 13 & 21, 2001; October 2, 2007",Sotheby's; Sotheby's,,,35.3,,,,"Amati, Nicolò",3
48111,12,Violin,1651.0,2006,Bonhams,Length of back: 35.0 cm,"November 6, 2006",Bonhams,,,35.0,,,,"Amati, Nicolò",0
48098,12,Violin,1666.0,2006,Sotheby's,"Labeled, ""Nicolaus Amatus Cremonen. Hieronymi Fil., ac Antonij Nepos Fecit 1666."" | Length of back: 35.4 cm","November 7, 2006",Sotheby's,,,35.4,,,,"Amati, Nicolò",3
43953,12,Violin,1645.0,2003,Sotheby's,"Labeled, ""Nicolaus Amatus Cremonen. Hieronymi Fil. ac Antonij Nepos Fecit 1647."" | Length of back: 35.2 cm","July 15, 2003; November 11, 2003",Sotheby's; Sotheby's,,,35.2,,,,"Amati, Nicolò",3
40164,12,Violin,1663.0,,,"Labeled, ""Nicolaus Amatus Cremonen Hieronymi, fil. ac Antonij Nepos fecit 1663."" | Length of back: 35.1 cm","November 12, 2002",Sotheby's,,,35.1,,,,"Amati, Nicolò",3
40307,12,Violin,1643.0,,,"Labeled, ""Nicolaus Amatus Cremonen. Hieronymi/Fil/ ac Anotonii Nepos fecit 1643."" | Varnish: orange gold | Length of back: 35.1 cm","May 4, 2001",Christie's,,,35.1,,,,"Amati, Nicolò",3
40184,12,Violin,1640.0,1999,Sotheby's,"Labeled, ""Andreas Guarnerius fecit Cremonae sub titulo Sanctae Theresiae 1688."" | Length of back: 35.4 cm","March 16, 1999",Sotheby's,,,35.4,,,,"Amati, Nicolò",2
43381,12,Violin,1683.0,1965,Sotheby's,"Labeled, ""Nicolaus Amatus Cremonen Hieronymi / Fil., ac Antonij Nepos Fecit 1683."" | Varnish: Golden-brown | Length of back: 35.4 cm","March 17, 1993; November 22, 1990",Christie's; Sotheby's,,,35.4,,,,"Amati, Nicolò",3
44915,12,Violin,1684.0,1988,Christie's,"Bearing its original label, ""Nicolaus Amatus Hieronimi / Fil. Ac Antonij Nepos Fecit 1684."" | Varnish: Golden | Length of back: 35.4 cm","November 23, 1988",Christie's,"also dated 1684.
W. E. Hill Business Records (1850 - 1990)
, W. E. Hill & Sons, W. E. Hill & Sons - Business Records (1850 - 1990)",,35.4,,,,"Amati, Nicolò",3
41160,12,Violin,1635.0,1988,Sotheby's,"Labeled, ""Nicolaus Amatus Cremonen. Hieronymi Fil. aq Antonij Nepos Fecit 163*."" | Varnish: Golden | Length of back: 35.2 cm","November 23-25, 1988",Sotheby's,,,35.2,,,,"Amati, Nicolò",3
45325,12,Violin,1671.0,1987,Christie's,"Labeled, ""Nicolaus Amatus Cremonen Hieronymi / Fil. ac Antonij Nepos Fecit 1671 (?)."" | Varnish: Golden | Length of back: 35.4 cm","November 11, 1987; November 19, 1997",Christie's; Christie's,,,35.4,,,,"Amati, Nicolò",3
44148,12,Violin,1680.0,1985,Sotheby's,"Labeled, ""Nicolaus Amatus Cremonen. Hieronymi Fil. as Antonij Nepos fecit 1680."" | Varnish: Golden | Length of back: 35.2 cm","November 14, 1985",Sotheby's,,,35.2,,,,"Amati, Nicolò",3
44787,12,Violin,1630.0,1984,Sotheby's,"Labeled, ""Antonius & Hieronymus Fr. Amati Cremonen Andreae fil F 1616."" | Varnish: Golden-brown | Length of back: 35.3 cm","April 5, 1984",Sotheby's,,,35.3,,,,"Amati, Nicolò",3
41434,12,Violin,1666.0,1980,Phillip's,"Bearing its original label, ""Nicolaus Amatus. Cremonen Hieronymi Fil. Ac Antonij Nepos Fecit 1666."" | Length of back: 35.4 cm","May 15, 1980",Phillip's,,,35.4,,,,"Amati, Nicolò",3
43601,12,Violin,1656.0,1979,Sotheby's,"Labeled, ""Nicolaus Amatus Cremonen Hieronymi Fil: ac Antoni nepos fecit 1656."" | Length of back: 35.5 cm","May 3, 1979; November 17, 1977",Sotheby's; Sotheby's,,,35.5,,,,"Amati, Nicolò",3
40162,12,Violin,1651.0,1978,Christie's,"Bearing its original label, ""Nicolaus Amatus Cremonen. Hieronymi / Fil ac Antonij Nepos fecit 1651."" | Length of back: 35.1 cm","July 21, 1978",Christie's,"With a soundboard from Antonio Stradivari.
Ann Arbor Symphony Orchestra | Music in the Key of A2",,35.1,,,,"Amati, Nicolò",3
44114,12,Violin,1682.0,1908; 1975; 2016,W. E; Sotheby's; Tarisio Private Sales,"Bearing its original label, ""Nicholas Amatus, Cremonen Hieronymi Fil, ac Antonij Nepos fecit 1682."" | Varnish: Golden-brown | Length of back: 35.5 cm | Upper bouts: 16.8 cm | Middle bouts: 11.2 cm | Lower bouts: 20.7 cm","May 8, 1975",Sotheby's,,,35.5,16.8,11.2,20.7,"Amati, Nicolò",3
47613,12,Violin,1680.0,1969,Sotheby's,"Labeled, ""Nicholaus Amatus Cremonen Hieronymi Fil ac Nepos fecit 1680."" | Varnish: Golden-brown | Length of back: 35.1 cm",,,,,35.1,,,,"Amati, Nicolò",3
42793,12,Cello,1677.0,1938,Puttick & Simpson,Bearing its original label. | Varnish: Golden orange-brown,,,"""We occasionally come across an interesting Amati-style Cremonese cello dating from the 1660s or 1670s with F holes looking suspiciously Stradivarian. I have seen three examples like this. One is the Amati cello of 1677 belonging to the Corcoran Gallery of Art in Washington, D.C., an instrument on loan to the Tokyo Quartet.""
The Transition of the Amati Workshop into the hands of Stradivari, 1660-1684
, Daniel Draley, Journal of the Violin Society of America, Vol. IX, No. 3, Flushing, NY",,,,,,"Amati, Nicolò",3
44168,12,Cello,1667.0,1934; 1976; 1978,Puttick & Simpson; Sotheby's; Harry A,"Bearing its original label, ""Nicolaus Amati Cremonae, Hieronymus Fil, ac Antonius Nepos fecit 1667."" | Length of back: 75.2 cm","October 29, 1976",Sotheby's,,,75.2,,,,"Amati, Nicolò",3
49275,12,Violin,1664.0,1872,Christie's,"Labeled, ""Nicolaus Amati Cremonen. Andreæ Fil, ac Antoni Nepos F 16.."" | Length of back: 35.3 cm | Upper bouts: 16.5 cm | Middle bouts: 11.1 cm | Lower bouts: 20.6 cm",,,,,35.3,16.5,11.1,20.6,"Amati, Nicolò",3
48649,12,Violin,1647.0,1861,Puttick & Simpson,Length of back: 35.7 cm | Upper bouts: 16.9 cm | Middle bouts: 11.3 cm | Lower bouts: 20.9 cm,,,"""The Amati was deposited in the vaults of a Boston bank in 1913 and remained there until 1966 when I removed it, it having come into my possession in 1962.""
Ole Bull's 1647 Nicholas Amati
, Mortimer Smith, Journal of the Violin Society of America, Vol. VI, No. 4, Flushing, NY
""Lot 8, was a violin by the same maker, dated 1647 ; it was stated in the catalogue, ""This is justly considered as one of the most beautiful and finest instruments in THE WHOLE WORLD. It was put up at 50 guineas, and bought in at 185.""""
The History of the Violin and Other Instruments Played On With the Bow From the Remotest Times to the Present
, William Sandys and Simon Andrew Forster, The History of the Violin and Other Instruments Played On With the Bow From the Remotest Times to the Present, London",,35.7,16.9,11.3,20.9,"Amati, Nicolò",0
104270,15560,Violin,2021.0,2022,Tarisio,"Labeled, ""Joseph Guarnerius fecit Cremone anno 1742."" | Signed to the inside back by Schlomo Mintz, Joshua Bell, Daniel Hope, Augustin Hadelich, Francesca Dego, Philippe Quint, David Garrett, Xiaoming Wang, Ilya Gringolts, Roman Simovic, Giuseppe Gibbboni, Julia Fischer, Emmanuele Baldini, Frank Peter Zimmermann, Stefan Milenkovich, Maxim Vengerov, Esther Abrami, Elly Suh, Anastasiya Petryshak, Salvatore Accardo, Sean, Lauren and David Carpenter, Aleksey Igudesman, Boris Brovtsyn, Ray Chen, and Fabrizio von Arx. Inscribed to the inside top, ""Il Cannone Giramondo, A violin that travelled the world to collect the signatures of the most important violinists of today. The sale was in benefit of the children from Instituto Baccarelli in Brazil. Cremona, 2022."" Branded to the inside top and lower block, ""Luiz Amorim Cremona."" All proceeds to be donated to Instituto Baccarelli, promoting music education in Brazilian favelas. Click here for more information. | Length of back: 35.6 cm | Upper bouts: 17.1 cm | Lower bouts: 21.0 cm",,,,,35.6,17.1,,21.0,"Amorim, Luiz",3
92171,13,Violin,2011.0,2020,Tarisio,"Labeled, ""Vincenzo Anastasio, fece in Napoli anno 2011, Vincenzo Anastasio."" | Branded to the lower ribs & the inside, ""V. A."" Branded to the button & the inside, ""V. Anastasio, Napoli."" Inscribed to the inside back & top, ""Vincenzo Anastasio, Napoli, dicembre 2011, in memoria di Francesco II di Borbone."" | Length of back: 35.4 cm | Upper bouts: 16.8 cm | Middle bouts: 11.2 cm | Lower bouts: 21.3 cm",,,,,35.4,16.8,11.2,21.3,"Anastasio, Vincenzo",4
33106,13,Violin,2002.0,2012,Tarisio,"Labeled, ""Vincenzo Anastasio, Napoli, 2002..."" Signed to the label. | Branded to the lower rib, ""V.A."" and to the button, ""V. Anastasio Napoli."" | Length of back: 35.8 cm",,,,,35.8,,,,"Anastasio, Vincenzo",5
33107,13,Viola,1994.0,2012,Tarisio,"Labeled, ""Vincenzo Anastasio, Napoli, 1994..."" Signed to the label. | Branded to the lower rib, ""V.A."" and to the button, ""V. Anastasio Napoli."" | Length of back: 42.3 cm (16 5/8 inches)",,,,,42.3,,,,"Anastasio, Vincenzo",5
9149,13,Violin,1987.0,2006,Tarisio,Bearing the maker's signed label and brand to button and lower rib. | Length of back: 35.7 cm,,,,,35.7,,,,"Anastasio, Vincenzo",4
4820,1764,Violin,1931.0,2003,Tarisio,"Bearing the maker's label, no. 39. | Excellent condition. | Length of back: 36.0 cm",,,,2.0,36.0,,,,"Andersen, Karl",3
66748,1789,Viola,1983.0,2014,Tarisio,"Labeled, ""A. Olaf Anderson, Luthier St. Ignatius, MT, Anno 1983."" | Length of back: 41.2 cm",,,,,41.2,,,,"Anderson, Arvil Olaf",3
5898,1789,Viola,1979.0,2004 ; 2006,Tarisio ; Tarisio,Bearing its original label. | Tertis model. Excellent condition. | Length of back: 42.3 cm,,,,2.0,42.3,,,,"Anderson, Arvil Olaf",3
11832,2051,Violin,1914.0,2007,Tarisio,Bearing the maker's label. | Length of back: 36.1 cm,,,,,36.1,,,,"Andina, Francesco",3
14151,1902,Violin,1911.0,2008,Tarisio,Bearing the maker's label and a further signed label. | Length of back: 35.9 cm,,,,,35.9,,,,"Angard, Maxime",3
22343,1784,Violin,1986.0,2010 ; 2021,Tarisio ; Tarisio,"Labeled, ""Derwent Angier at Guarneri House Grand Rapids, Michigan no. 79 1986."" | Length of back: 35.1 cm | Upper bouts: 16.2 cm | Middle bouts: 11.3 cm | Lower bouts: 20.7 cm",,,,,35.1,16.2,11.3,20.7,"Angier, Derwent",3
75649,1784,Viola,1977.0,2016,Tarisio,"Labeled, ""Derwent Angier fecit, Rochester anno 1977."" | Branded to upper block and inside treble rib, ""Derwent Angier fecit, Rochester anno 1977."" Inscribed to the inside top. | Length of back: 41.3 cm",,,,,41.3,,,,"Angier, Derwent",4
5646,1784,Violin,1971.0,2004,Tarisio,Bearing the maker's signed label. | Excellent condition. | Length of back: 35.6 cm,,,,2.0,35.6,,,,"Angier, Derwent",4
63988,14,Violin,1907.0,2013,Tarisio,"Labeled, ""...Vincenzo Postiglione, Napoli, anno 1907."" | Length of back: 35.1 cm",,,,,35.1,,,,"Annarumma, Vincenzo",3
23800,14,Violin,1922.0,2011,Tarisio,"Labeled, ""Vincenzo Annarumma, Salerno, 1922..."" | Length of back: 35.4 cm",,,,,35.4,,,,"Annarumma, Vincenzo",3
11750,14,Cello,1920.0,2007,Tarisio,"Labeled, ""Johannes Gagliano..."" | Length of back: 75.8 cm (29 13/16 inches)",,,,,75.8,,,,"Annarumma, Vincenzo",2
7844,14,Violin,1940.0,2005,Tarisio,Bearing the maker's label. | Excellent condition. | Length of back: 35.9 cm,,,,2.0,35.9,,,,"Annarumma, Vincenzo",3
5970,14,Violin,1923.0,2004,Tarisio,Bearing its original label. | Excellent condition. | Length of back: 36.2 cm,,,,2.0,36.2,,,,"Annarumma, Vincenzo",3
3308,15,Violin,1970.0,2002,Tarisio,"Branded internally and externally, ""AG."" | Mint condition. | Length of back: 35.5 cm",,,,0.0,35.5,,,,"Antonelli, Gino",1
12494,17,Violin,1860.0,2007,Tarisio,"Labeled, ""Bergonzi..."" | Length of back: 35.4 cm","May 9, 2007",Tarisio,,,35.4,,,,"Antoniazzi, Gaetano",2
5896,17,Violin,1880.0,2004,Tarisio,Unlabeled. | Excellent condition. | Length of back: 35.7 cm,,,,2.0,35.7,,,,"Antoniazzi, Gaetano",0
29983,1665,Violin,1740.0,1974,Sotheby's,Unlabeled. | Length of back: 35.5 cm,"April 25, 1974",Sotheby's,,,35.5,,,,"Antoniazzi, Gregorio",0
102650,16,Violin,1906.0,2022,Tarisio,"Labeled, ""Riccardo Antoniazzi Cremonese, fece l'anno 1906, presso lo Stabilimento, Antonio Monzino e Figli in Milano, via Rastrelli, 10."" Inscribed to the label, ""Gran Premio Esposizione Milano 1906."" Signed to the label, ""Ant. Monzino."" | Length of back: 35.5 cm | Upper bouts: 16.7 cm | Middle bouts: 11.3 cm | Lower bouts: 20.3 cm",,,,,35.5,16.7,11.3,20.3,"Antoniazzi, Riccardo",4
